brand	car_length	car_width	car_height	轴距	前轮距	后轮距
绅宝D20	4040	1745	1536	2500	-	-
绅宝D20	4040	1745	1536	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D20	4322	1720	1500	2500	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4630	1820	1480	2670	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D50	4582	1794	1486	2650	-	-
绅宝D60	4670	1790	1450	2675	1524	1506
绅宝D60	4670	1790	1450	2675	1524	1506
绅宝D60	4670	1790	1450	2675	1524	1506
绅宝D60	4670	1790	1450	2675	1524	1506
绅宝D60	4670	1790	1450	2675	1524	1506
绅宝D60	4650	1720	1450	2675	-	-
绅宝D60	4650	1720	1450	2675	-	-
绅宝D60	4650	1720	1450	2675	-	-
绅宝D60	4650	1720	1450	2675	-	-
绅宝D60	4650	1720	1450	2675	-	-
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝D70	4861	1820	1462	2755	1524	1530
绅宝X25	4110	1750	1545	2519	-	-
绅宝X25	4110	1750	1583	2519	-	-
绅宝X25	4110	1750	1583	2519	-	-
绅宝X25	4110	1750	1583	2519	-	-
绅宝X25	4110	1750	1583	2519	-	-
绅宝X25	4110	1750	1583	2519	-	-
绅宝X35	4300	1815	1640	2570	-	-
绅宝X35	4300	1815	1640	2570	-	-
绅宝X35	4300	1815	1640	2570	-	-
绅宝X35	4300	1815	1640	2570	-	-
绅宝X35	4300	1815	1640	2570	-	-
绅宝X35	4300	1815	1640	2570	-	-
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X55	4405	1809	1685	2650	1534	1540
绅宝X65	4654	1816	1680	2670	1540	1540
绅宝X65	4654	1816	1680	2670	1540	1540
绅宝X65	4654	1816	1680	2670	1540	1540
绅宝X65	4654	1816	1680	2670	1540	1540
绅宝X65	4654	1816	1680	2670	1540	1540
绅宝X65	4654	1816	1680	2670	1540	1540
经典帝豪	4397	1789	1470	2650	1502	1492
经典帝豪	4397	1789	1470	2650	1502	1492
经典帝豪	4397	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4397	1789	1470	2650	1502	1492
经典帝豪	4397	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
经典帝豪	4635	1789	1470	2650	1502	1492
维拉克斯	4840	1970	1807	2805	1670	1670
维拉克斯	4840	1970	1807	2805	1670	1670
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
维特拉	4175	1775	1610	2500	1535	1505
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
缤智	4294	1772	1605	2610	1535	1540
美佳	4250	1740	1685	2600	1485	1485
美佳	4250	1740	1685	2600	1485	1485
美佳	4250	1740	1685	2600	1485	1485
羚羊	4105	1590	1395	2365	1365	1340
翱龙CUV	4680	1790	1870	2730	-	-
翱龙CUV	4680	1790	1870	2730	-	-
翱龙CUV	4680	1790	1870	2730	-	-
翱龙CUV	4680	1790	1870	2730	-	-
翱龙CUV	4680	1790	1870	2730	-	-
翼搏	4345	1785	1647	2530	1555	1560
翼搏	4345	1785	1647	2530	1555	1560
翼搏	4345	1785	1659	2530	1555	1560
翼搏	4345	1785	1659	2530	1555	1560
翼搏	4345	1785	1659	2530	1555	1560
翼搏	4345	1785	1659	2530	1555	1560
翼搏	4280	1785	1638	2530	1527	1533
翼搏	4280	1785	1658	2530	1527	1533
翼搏	4280	1785	1658	2530	1527	1533
翼搏	4280	1785	1658	2530	1527	1533
翼搏	4280	1785	1658	2530	1527	1533
翼搏	4280	1785	1658	2530	1527	1533
翼神	4570	1760	1490	2635	1530	1530
翼神	4570	1760	1490	2635	1530	1530
翼神	4570	1760	1490	2635	1530	1530
翼神	4570	1760	1490	2635	1530	1530
翼神	4570	1760	1490	2635	1530	1530
翼虎	4524	1838	1685	2690	1563	1565
翼虎	4524	1838	1701	2690	1563	1565
翼虎	4524	1838	1701	2690	1563	1565
翼虎	4524	1838	1701	2690	1563	1565
翼虎	4524	1838	1701	2690	1563	1565
翼虎	4524	1838	1701	2690	1563	1565
翼虎	4524	1838	1701	2690	1563	1565
腾势	4642	1850	1642	2880	1625	1620
腾势	4642	1850	1642	2880	1625	1620
腾势	4642	1850	1642	2880	1625	1620
自由侠	4245	1805	1695	2570	1540	1540
自由侠	4245	1805	1695	2570	1540	1540
自由侠	4245	1805	1695	2570	1540	1540
自由侠	4245	1805	1695	2570	1540	1540
自由侠	4245	1805	1695	2570	1540	1540
自由侠	4245	1805	1695	2570	1540	1540
自由侠	4250	1805	1723	2570	1540	1540
自由侠	4250	1805	1723	2570	1540	1540
自由侠	4250	1805	1723	2570	1540	1540
自由侠	4250	1805	1723	2570	1540	1540
自由光	4649	1859	1686	2705	-	-
自由光	4649	1859	1686	2705	-	-
自由光	4649	1859	1686	2705	-	-
自由光	4649	1859	1686	2705	-	-
自由光	4649	1859	1695	2705	-	-
自由光	4649	1859	1695	2705	-	-
自由光	4649	1859	1695	2705	-	-
自由光	4649	1859	1695	2705	-	-
自由光	4649	1859	1695	2705	-	-
自由舰	4267	1680	1440	2434	-	-
自由舰	4267	1680	1440	2434	-	-
致悦	4545	1850	1475	2708	1572	1570
致悦	4545	1850	1475	2708	1572	1570
致悦	4545	1850	1475	2708	1572	1570
致悦	4545	1850	1475	2708	1572	1570
致胜	4854	1886	1495	2850	1587	1605
致胜	4854	1886	1495	2850	1587	1605
艾力绅	4940	1845	1710	2900	1560	1560
艾力绅	4940	1845	1710	2900	1560	1560
艾力绅	4940	1845	1710	2900	1560	1560
艾力绅	4940	1845	1710	2900	1560	1560
艾力绅	4940	1845	1710	2900	1560	1560
艾瑞泽3	4458	1755	1493	2572	1494	1495
艾瑞泽3	4458	1755	1493	2572	1494	1495
艾瑞泽3	4458	1755	1493	2572	1494	1495
艾瑞泽3	4458	1755	1493	2572	1494	1495
艾瑞泽3	4458	1755	1493	2572	1494	1495
艾瑞泽5	4572	1825	1482	2670	-	-
艾瑞泽5	4572	1825	1482	2670	-	-
艾瑞泽5	4572	1825	1482	2670	-	-
艾瑞泽5	4572	1825	1482	2670	-	-
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5	4572	1825	1482	2670	1556	1542
艾瑞泽5e	4572	1825	1496	2670	1556	1542
艾瑞泽5e	4572	1825	1496	2670	1556	1542
艾瑞泽5e	4572	1825	1496	2670	1556	1542
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾瑞泽7	4652	1825	1483	2700	1550	1540
艾菲	4900	1835	1890	2950	-	-
艾菲	4900	1835	1890	2950	-	-
艾菲	4900	1835	1890	2950	-	-
艾菲	4900	1835	1890	2950	-	-
芝麻	2798	1563	1572	1765	1335	1335
花冠	4555	1705	1490	2600	1470	1460
花冠	4555	1705	1490	2600	1470	1460
花冠	4555	1705	1490	2600	1470	1460
花冠	4555	1705	1490	2600	1470	1460
花冠	4555	1705	1490	2600	1470	1460
英伦C5	3971	1775	1506	2461	1472	1456
英伦C5	3971	1775	1506	2461	1472	1456
英伦C5	3971	1775	1506	2461	1472	1456
英伦C5	3971	1775	1506	2461	1472	1456
英伦C5	4300	1775	1506	2461	1472	1456
英伦C5	4300	1775	1506	2461	1472	1456
英伦C5	4300	1775	1506	2461	1472	1456
英伦C5	4300	1775	1506	2461	1472	1456
英伦C5	4300	1775	1506	2461	1472	1456
英伦TX4	4566	1783	1823	2883	1422	1482
英朗	4609	1798	1486	2640	1538	1541
英朗	4609	1798	1486	2640	1538	1541
英朗	4609	1798	1486	2640	1538	1541
英朗	4609	1798	1486	2640	1538	1541
英朗	4609	1798	1486	2640	1538	1541
英朗	4609	1798	1486	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英朗	4587	1798	1463	2640	1538	1541
英格尼斯	3720	1660	1595	2435	1460	1470
英致727	4508	1760	1715	2785	1500	1510
英致727	4508	1760	1715	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致737	4510	1760	1750	2785	1500	1510
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G3	4066	1737	1657	2502	1490	1480
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英致G5	4530	1810	1730	2785	-	-
英菲尼迪ESQ	4170	1770	1570	2530	1525	1525
英菲尼迪ESQ	4170	1770	1570	2530	1525	1525
英菲尼迪ESQ	4170	1770	1570	2530	1525	1505
英菲尼迪EX	4638	1803	1599	2800	1535	1545
英菲尼迪EX	4638	1803	1599	2800	1535	1545
英菲尼迪EX	4638	1803	1599	2800	1535	1545
英菲尼迪EX	4638	1803	1599	2800	1535	1545
英菲尼迪EX	4638	1803	1598	2800	1540	1545
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪FX	4862	1928	1680	2885	1635	1640
英菲尼迪G系	4780	1773	1453	2850	1520	1530
英菲尼迪G系	4780	1773	1453	2850	1520	1530
英菲尼迪G系	4780	1773	1453	2850	1520	1530
英菲尼迪G系	4780	1773	1453	2850	1520	1530
英菲尼迪G系	4653	1823	1395	2850	1545	1560
英菲尼迪G系	4660	1852	1400	2850	1545	1590
英菲尼迪G系	4660	1852	1400	2850	1545	1590
英菲尼迪JX	4997	1960	1750	2900	1668	1668
英菲尼迪JX	4997	1960	1750	2900	1668	1668
英菲尼迪Q50	4790	1823	1450	2850	1545	1570
英菲尼迪Q50	4790	1823	1450	2850	1545	1570
英菲尼迪Q50	4802	1823	1450	2850	1535	1560
英菲尼迪Q50	4802	1823	1442	2850	1535	1560
英菲尼迪Q50	4802	1823	1442	2850	1530	1560
英菲尼迪Q50	4802	1823	1442	2850	1530	1560
英菲尼迪Q60	4685	1853	1397	2850	1555	1580
英菲尼迪Q60	4685	1853	1397	2850	1535	1560
英菲尼迪Q60S	4653	1823	1395	2850	1545	1560
英菲尼迪Q70	5130	1845	1510	3050	1575	1570
英菲尼迪Q70	5130	1845	1510	3050	1575	1570
英菲尼迪Q70	5130	1845	1510	3050	1575	1570
英菲尼迪Q70	5130	1845	1510	3050	1575	1570
英菲尼迪Q70	5130	1845	1510	3050	1575	1570
英菲尼迪Q70	5130	1845	1510	3050	1575	1570
英菲尼迪QX	5290	2030	1925	3075	1710	1720
英菲尼迪QX	5290	2030	1925	3075	1710	1720
英菲尼迪QX30	4425	1815	1485	2700	1556	1555
英菲尼迪QX30	4425	1815	1485	2700	1556	1555
英菲尼迪QX30	4425	1815	1485	2700	1556	1555
英菲尼迪QX30	4425	1815	1505	2700	1561	1566
英菲尼迪QX30	4425	1815	1505	2700	1561	1566
英菲尼迪QX30	4425	1815	1505	2700	1561	1566
英菲尼迪QX50	4744	1803	1614	2880	1537	1547
英菲尼迪QX50	4744	1803	1614	2880	1537	1547
英菲尼迪QX50	4744	1803	1614	2880	1537	1547
英菲尼迪QX50	4744	1803	1614	2880	1537	1547
英菲尼迪QX60	5092	1960	1750	2900	1670	1670
英菲尼迪QX60	5092	1960	1750	2900	1670	1670
英菲尼迪QX60	5092	1960	1750	2900	1670	1670
英菲尼迪QX60	5092	1960	1750	2900	1670	1670
英菲尼迪QX70	4862	1928	1680	2885	1635	1640
英菲尼迪QX70	4862	1928	1680	2885	1635	1640
英菲尼迪QX70	4862	1928	1680	2885	1635	1640
英菲尼迪QX80	5303	2030	1927	3075	1715	1725
荣威350	4521	1788	1492	2650	1543	1544
荣威350	4521	1788	1492	2650	1543	1544
荣威350	4521	1788	1492	2650	1543	1544
荣威350	4521	1788	1492	2650	1543	1544
荣威350	4521	1788	1492	2650	1543	1544
荣威350	4521	1788	1492	2650	1543	1544
荣威350	4521	1788	1492	2650	1543	1544
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威360	4579	1804	1490	2660	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4648	1827	1483	2705	-	-
荣威550	4624	1827	1480	2705	-	-
荣威550	4624	1827	1480	2705	-	-
荣威550	4624	1827	1480	2705	-	-
荣威550	4624	1827	1480	2705	-	-
荣威950	4996	1857	1507	2837	1570	1579
荣威950	4996	1857	1507	2837	1570	1579
荣威950	4996	1857	1507	2837	1570	1579
荣威950	4996	1857	1507	2837	1570	1579
荣威e50	3569	1551	1540	2305	-	-
荣威e550	4648	1827	1479	2705	1557	1555
荣威e950	4995	1857	1500	2837	1577	1568
荣威ei6	4671	1835	1460	2715	1559	1555
荣威ei6	4671	1835	1460	2715	1559	1555
荣威ei6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威i6	4671	1835	1460	2715	1559	1555
荣威RX3	4408	1804	1651	2625	-	-
荣威RX3	4408	1804	1651	2625	-	-
荣威RX3	4408	1804	1651	2625	-	-
荣威RX3	4408	1804	1651	2625	-	-
荣威RX3	4408	1804	1651	2625	-	-
荣威RX3	4408	1804	1651	2625	-	-
荣威RX3	4408	1804	1651	2625	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5	4545	1855	1719	2700	-	-
荣威RX5新能源	4554	1855	1719	2700	-	-
荣威RX5新能源	4554	1855	1719	2700	-	-
荣威RX5新能源	4554	1855	1716	2700	-	-
荣威RX5新能源	4554	1855	1716	2700	-	-
荣威RX5新能源	4554	1855	1716	2700	-	-
荣威W5	4676	1888	1765	2740	-	-
荣威W5	4676	1888	1765	2740	-	-
荣威W5	4676	1888	1765	2740	-	-
荣威W5	4676	1888	1765	2740	-	-
荣御	5193	1847	1444	2939	1559	1577
荣御	5193	1847	1444	2939	1559	1577
荣御	5193	1847	1444	2939	1559	1577
莲花L5	4640	1750	1466	2670	1475	1470
莲花L5	4640	1750	1466	2670	1475	1470
莲花L5	4640	1750	1466	2670	1475	1470
莲花L5	4640	1750	1466	2670	1475	1470
菱智	4745	1720	1940	2800	-	-
菱智	4745	1720	1940	2800	-	-
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	4715	1720	1940	2800	1445	1420
菱智	4715	1720	1940	2800	1445	1420
菱智	4715	1720	1940	2800	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	5115	1720	1960	3000	1445	1420
菱智	4715	1720	1940	2800	1445	1420
菱智	4680	1720	1940	2800	-	-
菱智	4680	1720	1940	2800	-	-
菱智	4680	1720	1940	2800	-	-
菱智	4745	1720	1940	2800	-	-
菱智	4745	1720	1940	2800	-	-
菱智	4745	1720	1940	2800	-	-
菱智	4715	1720	1950	2800	-	-
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智	5145	1720	1960	3000	1445	1420
菱智M5EV	5145	1720	1980	3000	-	-
菱绅	4705	1780	1650	2776	1500	1535
菱绅	4705	1780	1650	2776	1500	1535
菱绅	4705	1780	1650	2776	1500	1535
菱绅	4705	1780	1650	2776	1500	1535
菱绅	4705	1780	1690	2776	1500	1535
菲亚特500	3547	1627	1497	2300	1407	1397
菲亚特500	3547	1627	1497	2300	1407	1397
菲翔	4679	1850	1471	2708	1572	1570
菲翔	4679	1850	1471	2708	1572	1570
菲翔	4679	1850	1471	2708	1572	1570
菲翔	4679	1850	1461	2708	1572	1570
菲跃	4910	1878	1691	2890	-	-
菲跃	4910	1878	1751	2890	-	-
菲跃	4910	1878	1751	2890	-	-
菲跃	4910	1878	1751	2890	-	-
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
萨瓦纳	4830	1910	1885	2790	1600	1580
蒂维拉	4195	1795	1590	2600	1555	1555
蒂维拉	4195	1795	1600	2600	1555	1555
蒂维拉	4195	1795	1600	2600	1555	1555
蒂维拉	4195	1795	1600	2600	1555	1555
蒂维拉	4195	1795	1600	2600	1555	1555
蒂维拉	4195	1795	1600	2600	1555	1555
蒙派克E	5245	1825	2030	3430	1560	1540
蒙派克E	5245	1825	2030	3430	1560	1540
蒙派克E	5245	1825	1950	2985	1560	1540
蒙派克E	5245	1825	2030	3430	1560	1540
蒙派克E	5245	1825	2030	3430	1560	1540
蒙派克E	5245	1825	2030	3430	1560	1540
蒙派克E	5245	1825	1950	3430	1560	1540
蒙派克S	5380	1920	2285	3110	-	-
蒙派克S	5380	1920	2285	3110	-	-
蒙派克S	5380	1920	2285	3110	-	-
蒙派克S	5380	1920	2285	3110	-	-
蒙派克S	5380	1920	2285	3110	-	-
蒙迪欧-致胜	4854	1886	1495	2850	1587	1605
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蒙迪欧	4873	1852	1470	2850	1590	1587
蓝鸟	4703	1695	1408	2620	1465	1455
蓝鸟	4703	1695	1408	2620	1465	1455
蓝鸟	4703	1695	1408	2620	1465	1455
蓝鸟	4703	1695	1408	2620	1465	1455
蓝鸟	4664	1695	1408	2620	1465	1455
蓝鸟	4664	1695	1408	2620	1465	1455
蓝鸟	4664	1695	1408	2620	1465	1455
蓝鸟	4664	1695	1408	2620	1465	1455
蓝鸟	4664	1695	1408	2620	1465	1455
蔚揽	4767	1832	1501	2791	-	-
蔚揽	4767	1832	1491	2791	-	-
蔚揽	4767	1832	1491	2791	-	-
蔚揽	4767	1832	1491	2791	-	-
蔚揽	4777	1832	1530	2789	-	-
蔚揽	4767	1832	1501	2791	-	-
蔚揽	4767	1832	1491	2791	-	-
蔚揽	4767	1832	1491	2791	-	-
蔚揽	4767	1832	1491	2791	-	-
蔚揽	4777	1832	1500	2789	-	-
蔚揽	4777	1832	1500	2789	-	-
蔚来EP9	4888	2230	1150	2850	-	-
蔚来ES8	5022	1962	1756	3010	1668	1672
蔚来ES8	5022	1962	1756	3010	1668	1672
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
蔚领	4559	1793	1487	2614	-	-
裕路EV2	3643	1669	1496	2340	1420	1410
